No,tanggal,hari,bulan,tahun,barang,nopol,netto_kg,kabkot_supplier,jenis_kendaraan_supplier
25685,23/05/2022,23,5,2022,Sampah,aa 1737 jh,835,Kabupaten Kebumen,Mobil Pribadi
25688,23/05/2022,23,5,2022,Sampah,aa 9580 fa,420,Kabupaten Wonosobo,Kendaraan Khusus
25689,23/05/2022,23,5,2022,Sampah,aa 9578 fa,1810,Kabupaten Wonosobo,Kendaraan Khusus
25690,23/05/2022,23,5,2022,Sampah,aa 9577 fa,1050,Kabupaten Wonosobo,Kendaraan Khusus
25692,23/05/2022,23,5,2022,Sampah,aa 9847 da,710,Kabupaten Kebumen,Kendaraan Khusus
25694,23/05/2022,23,5,2022,Sampah,aa 2331 ya,90,Kabupaten Temanggung,Sepeda Motor
25696,23/05/2022,23,5,2022,Sampah,aa 9571 fa,1730,Kabupaten Wonosobo,Kendaraan Khusus
25697,23/05/2022,23,5,2022,Sampah,aa 9537 ha,890,Kota Magelang,Kendaraan Khusus
25698,23/05/2022,23,5,2022,Sampah,aa 9569 ga,890,Kabupaten Magelang,Kendaraan Khusus
25700,23/05/2022,23,5,2022,Sampah,aa 9876 da,430,Kabupaten Kebumen,Kendaraan Khusus
25701,23/05/2022,23,5,2022,Sampah,aa 9580 fa,1100,Kabupaten Wonosobo,Kendaraan Khusus
25703,23/05/2022,23,5,2022,Sampah,aa 9578 fa,2060,Kabupaten Wonosobo,Kendaraan Khusus
25704,23/05/2022,23,5,2022,Sampah,aa 9530 kh,2840,Kabupaten Magelang,Kendaraan Khusus
25706,23/05/2022,23,5,2022,Sampah,aa 9577 fa,1340,Kabupaten Wonosobo,Kendaraan Khusus
25707,23/05/2022,23,5,2022,Sampah,aa 9873 da,700,Kabupaten Kebumen,Kendaraan Khusus
25709,23/05/2022,23,5,2022,Sampah,aa 9579 fa,1230,Kabupaten Wonosobo,Kendaraan Khusus
25710,23/05/2022,23,5,2022,Sampah,aa 9830 da,350,Kabupaten Kebumen,Kendaraan Khusus
25714,23/05/2022,23,5,2022,Sampah,aa 9530 ha,4200,Kota Magelang,Kendaraan Khusus
25719,23/05/2022,23,5,2022,Sampah,aa 9532 ha,2600,Kota Magelang,Kendaraan Khusus
25720,23/05/2022,23,5,2022,Sampah,aa 9568 fa,1470,Kabupaten Wonosobo,Kendaraan Khusus
25721,23/05/2022,23,5,2022,Sampah,aa 9848 da,390,Kabupaten Kebumen,Kendaraan Khusus
25722,23/05/2022,23,5,2022,Sampah,aa 9538 ha,4110,Kota Magelang,Kendaraan Khusus
25726,23/05/2022,23,5,2022,Sampah,aa 9569 ga,1120,Kabupaten Magelang,Kendaraan Khusus
25727,23/05/2022,23,5,2022,Sampah,aa 9582 fa,820,Kabupaten Wonosobo,Kendaraan Khusus
25730,23/05/2022,23,5,2022,Sampah,aa 9829 da,330,Kabupaten Kebumen,Kendaraan Khusus
25732,22/05/2022,22,5,2022,Sampah,aa 9574 fa,320,Kabupaten Wonosobo,Kendaraan Khusus
25733,22/05/2022,22,5,2022,Sampah,aa 9532 ha,4200,Kota Magelang,Kendaraan Khusus
25734,22/05/2022,22,5,2022,Sampah,aa 1734 ah,360,Kota Magelang,Mobil Pribadi
25737,22/05/2022,22,5,2022,Sampah,aa 9530 kh,2630,Kabupaten Magelang,Kendaraan Khusus
25742,21/05/2022,21,5,2022,Sampah,aa 9532 ha,2980,Kota Magelang,Kendaraan Khusus
25743,21/05/2022,21,5,2022,Sampah,aa 9873 da,300,Kabupaten Kebumen,Kendaraan Khusus
25744,21/05/2022,21,5,2022,Sampah Terpilah,aa 1902 wd,1190,Kabupaten Kebumen,Mobil Pribadi
25745,21/05/2022,21,5,2022,Sampah,aa 9574 fa,290,Kabupaten Wonosobo,Kendaraan Khusus
25747,21/05/2022,21,5,2022,Sampah,aa 9831 da,200,Kabupaten Kebumen,Kendaraan Khusus
25749,21/05/2022,21,5,2022,Sampah,aa 1975 qh,270,Kabupaten Purworejo,Mobil Pribadi
25750,21/05/2022,21,5,2022,Sampah Terpilah,aa 1902 wd,1290,Kabupaten Kebumen,Mobil Pribadi
25751,21/05/2022,21,5,2022,Sampah Terpilah,aa 1692 ka,380,Kabupaten Magelang,Mobil Pribadi
25753,21/05/2022,21,5,2022,Sampah,aa 9829 da,330,Kabupaten Kebumen,Kendaraan Khusus
25755,21/05/2022,21,5,2022,Sampah,aa 9577 fa,1790,Kabupaten Wonosobo,Kendaraan Khusus
25756,21/05/2022,21,5,2022,Sampah,aa 2331 ya,110,Kabupaten Temanggung,Sepeda Motor
25757,21/05/2022,21,5,2022,Sampah,aa 9578 fa,1930,Kabupaten Wonosobo,Kendaraan Khusus
25758,21/05/2022,21,5,2022,Sampah,aa 9530 kh,2600,Kabupaten Magelang,Kendaraan Khusus
25762,21/05/2022,21,5,2022,Sampah,aa 9537 ha,520,Kota Magelang,Kendaraan Khusus
25765,21/05/2022,21,5,2022,Sampah,aa 9569 ga,1150,Kabupaten Magelang,Kendaraan Khusus
25766,21/05/2022,21,5,2022,Sampah,aa 9537 ha,3490,Kota Magelang,Kendaraan Khusus
25768,21/05/2022,21,5,2022,Sampah,aa 9538 ha,3640,Kota Magelang,Kendaraan Khusus
25769,21/05/2022,21,5,2022,Sampah,aa 9846 da,370,Kabupaten Kebumen,Kendaraan Khusus
25770,21/05/2022,21,5,2022,Sampah,aa 9530 ha,3520,Kota Magelang,Kendaraan Khusus
25771,21/05/2022,21,5,2022,Sampah,aa 9532 ha,2440,Kota Magelang,Kendaraan Khusus
25772,21/05/2022,21,5,2022,Sampah,aa 9582 fa,1620,Kabupaten Wonosobo,Kendaraan Khusus
25776,20/05/2022,20,5,2022,Sampah,aa 9530 ha,2860,Kota Magelang,Kendaraan Khusus
25777,20/05/2022,20,5,2022,Sampah,aa 9541 ha,1050,Kota Magelang,Kendaraan Khusus
25778,20/05/2022,20,5,2022,Sampah,ab 9699 we,1165,Kabupaten Gunungkidul,Kendaraan Khusus
25781,20/05/2022,20,5,2022,Sampah,aa 9574 fa,270,Kabupaten Wonosobo,Kendaraan Khusus
25785,20/05/2022,20,5,2022,Sampah,aa 9845 da,270,Kabupaten Kebumen,Kendaraan Khusus
25789,20/05/2022,20,5,2022,Sampah,aa 9530 kh,2780,Kabupaten Magelang,Kendaraan Khusus
25790,20/05/2022,20,5,2022,Sampah,aa 9664 da,720,Kabupaten Kebumen,Kendaraan Khusus
25791,20/05/2022,20,5,2022,Sampah,aa 9537 ha,1040,Kota Magelang,Kendaraan Khusus
25793,20/05/2022,20,5,2022,Sampah,aa 9848 da,490,Kabupaten Kebumen,Kendaraan Khusus
25795,20/05/2022,20,5,2022,Sampah,aa 9847 da,350,Kabupaten Kebumen,Kendaraan Khusus
25796,20/05/2022,20,5,2022,Sampah,aa 9569 ga,710,Kabupaten Magelang,Kendaraan Khusus
25798,20/05/2022,20,5,2022,Sampah,aa 9549 ha,3210,Kota Magelang,Kendaraan Khusus
25800,20/05/2022,20,5,2022,Sampah,aa 9532 ha,2260,Kota Magelang,Kendaraan Khusus
25801,20/05/2022,20,5,2022,Sampah,aa 9568 fa,1390,Kabupaten Wonosobo,Kendaraan Khusus
25804,20/05/2022,20,5,2022,Sampah,aa 9571 fa,1190,Kabupaten Wonosobo,Kendaraan Khusus
25810,20/05/2022,20,5,2022,Sampah,aa 9829 da,500,Kabupaten Kebumen,Kendaraan Khusus
25811,20/05/2022,20,5,2022,Sampah,aa 9582 fa,570,Kabupaten Wonosobo,Kendaraan Khusus
25813,20/05/2022,20,5,2022,Sampah,aa 9846 da,390,Kabupaten Kebumen,Kendaraan Khusus
25815,19/05/2022,19,5,2022,Sampah,ab 9699 we,1115,Kabupaten Gunungkidul,Kendaraan Khusus
25819,19/05/2022,19,5,2022,Sampah,aa 9532 ha,1720,Kota Magelang,Kendaraan Khusus
25820,19/05/2022,19,5,2022,Sampah,aa 9574 fa,350,Kabupaten Wonosobo,Kendaraan Khusus
25826,19/05/2022,19,5,2022,Sampah Terpilah,aa 1931 fh,630,Kabupaten Wonosobo,Mobil Pribadi
25828,19/05/2022,19,5,2022,Sampah,aa 9538 ha,2650,Kota Magelang,Kendaraan Khusus
25829,19/05/2022,19,5,2022,Sampah,aa 9579 fa,1320,Kabupaten Wonosobo,Kendaraan Khusus
25830,19/05/2022,19,5,2022,Sampah,aa 9849 da,710,Kabupaten Kebumen,Kendaraan Khusus
25832,19/05/2022,19,5,2022,Sampah,aa 9580 fa,980,Kabupaten Wonosobo,Kendaraan Khusus
25834,19/05/2022,19,5,2022,Sampah,aa 9873 da,500,Kabupaten Kebumen,Kendaraan Khusus
25837,19/05/2022,19,5,2022,Sampah,aa 9571 fa,970,Kabupaten Wonosobo,Kendaraan Khusus
25839,19/05/2022,19,5,2022,Sampah,aa 1737 jh,655,Kabupaten Kebumen,Mobil Pribadi
25841,19/05/2022,19,5,2022,Sampah,aa 9536 ha,450,Kota Magelang,Kendaraan Khusus
25843,19/05/2022,19,5,2022,Sampah,aa 2331 ya,150,Kabupaten Temanggung,Sepeda Motor
25844,19/05/2022,19,5,2022,Sampah,aa 9577 fa,1210,Kabupaten Wonosobo,Kendaraan Khusus
25846,19/05/2022,19,5,2022,Sampah,aa 9537 ha,1500,Kota Magelang,Kendaraan Khusus
25847,19/05/2022,19,5,2022,Sampah,aa 9578 fa,1650,Kabupaten Wonosobo,Kendaraan Khusus
25848,19/05/2022,19,5,2022,Sampah,aa 9530 kh,2740,Kabupaten Magelang,Kendaraan Khusus
25852,19/05/2022,19,5,2022,Sampah,aa 9569 ga,930,Kabupaten Magelang,Kendaraan Khusus
25853,19/05/2022,19,5,2022,Sampah,aa 9831 da,130,Kabupaten Kebumen,Kendaraan Khusus
25856,19/05/2022,19,5,2022,Sampah,aa 9532 ha,2340,Kota Magelang,Kendaraan Khusus
25859,19/05/2022,19,5,2022,Sampah,aa 9830 da,320,Kabupaten Kebumen,Kendaraan Khusus
25860,19/05/2022,19,5,2022,Sampah,aa 9829 da,440,Kabupaten Kebumen,Kendaraan Khusus
25861,19/05/2022,19,5,2022,Sampah,aa 9568 fa,1680,Kabupaten Wonosobo,Kendaraan Khusus
25864,19/05/2022,19,5,2022,Sampah,aa 9538 ha,3020,Kota Magelang,Kendaraan Khusus
25867,19/05/2022,19,5,2022,Sampah,aa 9582 sb,1040,Kota Magelang,Kendaraan Khusus
25868,18/05/2022,18,5,2022,Sampah,aa 9532 ha,1870,Kota Magelang,Kendaraan Khusus
25869,18/05/2022,18,5,2022,Sampah,aa 9574 fa,210,Kabupaten Wonosobo,Kendaraan Khusus
25870,18/05/2022,18,5,2022,Sampah Terpilah,aa 1898 ha,430,Kota Magelang,Mobil Pribadi
25871,18/05/2022,18,5,2022,Sampah,aa 9579 fa,1120,Kabupaten Wonosobo,Kendaraan Khusus
25872,18/05/2022,18,5,2022,Sampah,aa 9578 fa,1910,Kabupaten Wonosobo,Kendaraan Khusus
25874,18/05/2022,18,5,2022,Sampah,aa 9845 da,240,Kabupaten Kebumen,Kendaraan Khusus
25878,18/05/2022,18,5,2022,Sampah,aa 9577 fa,950,Kabupaten Wonosobo,Kendaraan Khusus
25879,18/05/2022,18,5,2022,Sampah,aa 9537 ha,3900,Kota Magelang,Kendaraan Khusus
25880,18/05/2022,18,5,2022,Sampah,aa 9541 ha,2250,Kota Magelang,Kendaraan Khusus
25882,18/05/2022,18,5,2022,Sampah,aa 9530 kh,2820,Kabupaten Magelang,Kendaraan Khusus
25883,18/05/2022,18,5,2022,Sampah,aa 9569 ga,1080,Kabupaten Magelang,Kendaraan Khusus
25884,18/05/2022,18,5,2022,Sampah,aa 9664 da,460,Kabupaten Kebumen,Kendaraan Khusus
25885,18/05/2022,18,5,2022,Sampah,aa 9532 ha,2680,Kota Magelang,Kendaraan Khusus
25888,18/05/2022,18,5,2022,Sampah,aa 9530 ha,4090,Kota Magelang,Kendaraan Khusus
25890,18/05/2022,18,5,2022,Sampah,aa 9568 fa,1420,Kabupaten Wonosobo,Kendaraan Khusus
25893,18/05/2022,18,5,2022,Sampah,aa 9537 ha,260,Kota Magelang,Kendaraan Khusus
25895,18/05/2022,18,5,2022,Sampah,aa 9829 da,390,Kabupaten Kebumen,Kendaraan Khusus
25898,18/05/2022,18,5,2022,Sampah,aa 9582 fa,530,Kabupaten Wonosobo,Kendaraan Khusus
25899,17/05/2022,17,5,2022,Sampah,aa 9531 ha,2210,Kota Magelang,Kendaraan Khusus
25900,17/05/2022,17,5,2022,Sampah,aa 9574 fa,350,Kabupaten Wonosobo,Kendaraan Khusus
25902,17/05/2022,17,5,2022,Sampah,aa 9537 ha,1890,Kota Magelang,Kendaraan Khusus
25903,17/05/2022,17,5,2022,Sampah,aa 9848 da,310,Kabupaten Kebumen,Kendaraan Khusus
25904,17/05/2022,17,5,2022,Sampah,aa 2331 ya,90,Kabupaten Temanggung,Sepeda Motor
25905,17/05/2022,17,5,2022,Sampah,aa 9829 da,740,Kabupaten Kebumen,Kendaraan Khusus
25906,17/05/2022,17,5,2022,Sampah,aa 9848 da,240,Kabupaten Kebumen,Kendaraan Khusus
25908,17/05/2022,17,5,2022,Sampah,aa 9845 da,370,Kabupaten Kebumen,Kendaraan Khusus
25910,17/05/2022,17,5,2022,Sampah,aa 9536 ha,970,Kota Magelang,Kendaraan Khusus
25911,17/05/2022,17,5,2022,Sampah,aa 9579 fa,1120,Kabupaten Wonosobo,Kendaraan Khusus
25912,17/05/2022,17,5,2022,Sampah,aa 9578 fa,2120,Kabupaten Wonosobo,Kendaraan Khusus
25915,17/05/2022,17,5,2022,Sampah,aa 9569 fa,830,Kabupaten Wonosobo,Kendaraan Khusus
25916,17/05/2022,17,5,2022,Sampah,aa 9530 kh,2690,Kabupaten Magelang,Kendaraan Khusus
25918,17/05/2022,17,5,2022,Sampah Terpilah,aa 1931 fh,560,Kabupaten Wonosobo,Mobil Pribadi
25920,17/05/2022,17,5,2022,Sampah,aa 9577 fa,440,Kabupaten Wonosobo,Kendaraan Khusus
25921,17/05/2022,17,5,2022,Sampah,aa 9538 ha,4170,Kota Magelang,Kendaraan Khusus
25922,17/05/2022,17,5,2022,Sampah,aa 9536 ha,630,Kota Magelang,Kendaraan Khusus
25923,17/05/2022,17,5,2022,Sampah,aa 9831 da,90,Kabupaten Kebumen,Kendaraan Khusus
25927,17/05/2022,17,5,2022,Sampah,aa 9568 fa,1290,Kabupaten Wonosobo,Kendaraan Khusus
25928,17/05/2022,17,5,2022,Sampah,aa 9830 da,440,Kabupaten Kebumen,Kendaraan Khusus
25931,17/05/2022,17,5,2022,Sampah,aa 9532 ha,2740,Kota Magelang,Kendaraan Khusus
25932,17/05/2022,17,5,2022,Sampah,aa 9848 da,330,Kabupaten Kebumen,Kendaraan Khusus
25933,17/05/2022,17,5,2022,Sampah,aa 1737 jh,565,Kabupaten Kebumen,Mobil Pribadi
25934,17/05/2022,17,5,2022,Sampah,aa 9530 ha,3780,Kota Magelang,Kendaraan Khusus
25936,17/05/2022,17,5,2022,Sampah,aa 9582 fa,810,Kabupaten Wonosobo,Kendaraan Khusus
25938,16/05/2022,16,5,2022,Sampah,aa 9568 fa,1350,Kabupaten Wonosobo,Kendaraan Khusus
25939,16/05/2022,16,5,2022,Sampah,aa 9530 kh,3030,Kabupaten Magelang,Kendaraan Khusus
25940,16/05/2022,16,5,2022,Sampah,aa 9579 fa,1080,Kabupaten Wonosobo,Kendaraan Khusus
25941,16/05/2022,16,5,2022,Sampah,aa 9664 da,670,Kabupaten Kebumen,Kendaraan Khusus
25942,16/05/2022,16,5,2022,Sampah,aa 9571 fa,870,Kabupaten Wonosobo,Kendaraan Khusus
25943,16/05/2022,16,5,2022,Sampah,aa 9848 da,480,Kabupaten Kebumen,Kendaraan Khusus
25945,16/05/2022,16,5,2022,Sampah,aa 9578 fa,1990,Kabupaten Wonosobo,Kendaraan Khusus
25947,16/05/2022,16,5,2022,Sampah,aa 9845 da,180,Kabupaten Kebumen,Kendaraan Khusus
25948,16/05/2022,16,5,2022,Sampah,aa 9530 ha,3970,Kota Magelang,Kendaraan Khusus
25951,16/05/2022,16,5,2022,Sampah,aa 9582 fa,1010,Kabupaten Wonosobo,Kendaraan Khusus
25954,16/05/2022,16,5,2022,Sampah,aa 9829 da,380,Kabupaten Kebumen,Kendaraan Khusus
25955,16/05/2022,16,5,2022,Sampah,aa 9538 ha,3410,Kota Magelang,Kendaraan Khusus
25956,16/05/2022,16,5,2022,Sampah,aa 9846 da,400,Kabupaten Kebumen,Kendaraan Khusus
25958,15/05/2022,15,5,2022,Sampah,aa 9582 fa,1040,Kabupaten Wonosobo,Kendaraan Khusus
25960,15/05/2022,15,5,2022,Sampah,aa 9530 kh,2440,Kabupaten Magelang,Kendaraan Khusus
25964,15/05/2022,15,5,2022,Sampah,aa 9549 ha,3410,Kota Magelang,Kendaraan Khusus
25967,15/05/2022,15,5,2022,Sampah,aa 9532 ha,2680,Kota Magelang,Kendaraan Khusus
25969,15/05/2022,15,5,2022,Sampah,aa 9538 ha,3470,Kota Magelang,Kendaraan Khusus
25974,14/05/2022,14,5,2022,Sampah,aa 9873 da,290,Kabupaten Kebumen,Kendaraan Khusus
25975,14/05/2022,14,5,2022,Sampah,ab 9699 we,745,Kabupaten Gunungkidul,Kendaraan Khusus
25978,14/05/2022,14,5,2022,Sampah,aa 9849 da,520,Kabupaten Kebumen,Kendaraan Khusus
25979,14/05/2022,14,5,2022,Sampah,aa 9876 da,370,Kabupaten Kebumen,Kendaraan Khusus
25980,14/05/2022,14,5,2022,Sampah,aa 9577 fa,790,Kabupaten Wonosobo,Kendaraan Khusus
25981,14/05/2022,14,5,2022,Sampah,aa 9536 ha,760,Kota Magelang,Kendaraan Khusus
25982,14/05/2022,14,5,2022,Sampah,aa 9831 da,120,Kabupaten Kebumen,Kendaraan Khusus
25983,14/05/2022,14,5,2022,Sampah,aa 9848 da,220,Kabupaten Kebumen,Kendaraan Khusus
25984,14/05/2022,14,5,2022,Sampah,aa 9578 fa,1880,Kabupaten Wonosobo,Kendaraan Khusus
25985,14/05/2022,14,5,2022,Sampah,aa 9829 da,450,Kabupaten Kebumen,Kendaraan Khusus
25988,14/05/2022,14,5,2022,Sampah,aa 9530 kh,2820,Kabupaten Magelang,Kendaraan Khusus
25993,14/05/2022,14,5,2022,Sampah,aa 9569 ga,380,Kabupaten Magelang,Kendaraan Khusus
25995,14/05/2022,14,5,2022,Sampah,aa 9582 fa,920,Kabupaten Wonosobo,Kendaraan Khusus
25997,14/05/2022,14,5,2022,Sampah,aa 9830 da,520,Kabupaten Kebumen,Kendaraan Khusus
25998,14/05/2022,14,5,2022,Sampah,aa 9538 ha,3370,Kota Magelang,Kendaraan Khusus
26001,14/05/2022,14,5,2022,Sampah,aa 9530 ha,4140,Kota Magelang,Kendaraan Khusus
26003,13/05/2022,13,5,2022,Sampah,aa 9580 fa,1240,Kabupaten Wonosobo,Kendaraan Khusus
26004,13/05/2022,13,5,2022,Sampah,aa 1737 jh,755,Kabupaten Kebumen,Mobil Pribadi
26007,13/05/2022,13,5,2022,Sampah,aa 9578 fa,1960,Kabupaten Wonosobo,Kendaraan Khusus
26008,13/05/2022,13,5,2022,Sampah,aa 9848 da,250,Kabupaten Kebumen,Kendaraan Khusus
26009,13/05/2022,13,5,2022,Sampah,aa 9569 ga,1270,Kabupaten Magelang,Kendaraan Khusus
26010,13/05/2022,13,5,2022,Sampah,ab 9699 we,935,Kabupaten Gunungkidul,Kendaraan Khusus
26011,13/05/2022,13,5,2022,Sampah,aa 9530 kh,3070,Kabupaten Magelang,Kendaraan Khusus
26012,13/05/2022,13,5,2022,Sampah,aa 9849 da,570,Kabupaten Kebumen,Kendaraan Khusus
26019,13/05/2022,13,5,2022,Sampah,aa 9873 da,610,Kabupaten Kebumen,Kendaraan Khusus
26020,13/05/2022,13,5,2022,Sampah,aa 9568 fa,1170,Kabupaten Wonosobo,Kendaraan Khusus
26021,13/05/2022,13,5,2022,Sampah,aa 2331 ya,130,Kabupaten Temanggung,Sepeda Motor
26023,13/05/2022,13,5,2022,Sampah,aa 9569 fa,460,Kabupaten Wonosobo,Kendaraan Khusus
26024,13/05/2022,13,5,2022,Sampah,aa 9571 fa,110,Kabupaten Wonosobo,Kendaraan Khusus
26028,13/05/2022,13,5,2022,Sampah,aa 9549 ha,4190,Kota Magelang,Kendaraan Khusus
26033,13/05/2022,13,5,2022,Sampah,aa 9532 ha,3000,Kota Magelang,Kendaraan Khusus
26035,13/05/2022,13,5,2022,Sampah,aa 9876 da,360,Kabupaten Kebumen,Kendaraan Khusus
26037,13/05/2022,13,5,2022,Sampah,aa 9571 fa,1080,Kabupaten Wonosobo,Kendaraan Khusus
26038,13/05/2022,13,5,2022,Sampah,aa 1975 qh,230,Kabupaten Purworejo,Mobil Pribadi
26039,13/05/2022,13,5,2022,Sampah,aa 9582 fa,940,Kabupaten Wonosobo,Kendaraan Khusus
26040,13/05/2022,13,5,2022,Sampah,aa 9831 da,80,Kabupaten Kebumen,Kendaraan Khusus
26044,13/05/2022,13,5,2022,Sampah,aa 9829 da,440,Kabupaten Kebumen,Kendaraan Khusus
26045,12/05/2022,12,5,2022,Sampah,aa 9541 ha,1080,Kota Magelang,Kendaraan Khusus
26046,12/05/2022,12,5,2022,Sampah,aa 9532 ha,2460,Kota Magelang,Kendaraan Khusus
26047,12/05/2022,12,5,2022,Sampah,aa 9574 fa,370,Kabupaten Wonosobo,Kendaraan Khusus
26048,12/05/2022,12,5,2022,Sampah,ab 9699 we,935,Kabupaten Gunungkidul,Kendaraan Khusus
26049,12/05/2022,12,5,2022,Sampah,aa 9532 ha,590,Kota Magelang,Kendaraan Khusus
26050,12/05/2022,12,5,2022,Sampah,aa 1737 jh,555,Kabupaten Kebumen,Mobil Pribadi
26051,12/05/2022,12,5,2022,Sampah,aa 9536 ha,870,Kota Magelang,Kendaraan Khusus
26052,12/05/2022,12,5,2022,Sampah,aa 9577 fa,1530,Kabupaten Wonosobo,Kendaraan Khusus
26053,12/05/2022,12,5,2022,Sampah,aa 1737 jh,655,Kabupaten Kebumen,Mobil Pribadi
26055,12/05/2022,12,5,2022,Sampah,aa 9876 da,220,Kabupaten Kebumen,Kendaraan Khusus
26059,12/05/2022,12,5,2022,Sampah,aa 9578 fa,2020,Kabupaten Wonosobo,Kendaraan Khusus
26060,12/05/2022,12,5,2022,Sampah,aa 9578 fa,2020,Kabupaten Wonosobo,Kendaraan Khusus
26061,12/05/2022,12,5,2022,Sampah Terpilah,aa 1931 fh,390,Kabupaten Wonosobo,Mobil Pribadi
26064,12/05/2022,12,5,2022,Sampah,aa 9873 da,620,Kabupaten Kebumen,Kendaraan Khusus
26065,12/05/2022,12,5,2022,Sampah,aa 9538 ha,1260,Kota Magelang,Kendaraan Khusus
26067,12/05/2022,12,5,2022,Sampah,aa 1902 wd,290,Kabupaten Kebumen,Mobil Pribadi
26068,12/05/2022,12,5,2022,Sampah,aa 9537 ha,250,Kota Magelang,Kendaraan Khusus
26069,12/05/2022,12,5,2022,Sampah,aa 9582 fa,540,Kabupaten Wonosobo,Kendaraan Khusus
26070,12/05/2022,12,5,2022,Sampah,aa 9530 kh,2990,Kabupaten Magelang,Kendaraan Khusus
26072,12/05/2022,12,5,2022,Sampah,aa 9569 ga,1440,Kabupaten Magelang,Kendaraan Khusus
26076,12/05/2022,12,5,2022,Sampah,aa 9537 ha,790,Kota Magelang,Kendaraan Khusus
26077,12/05/2022,12,5,2022,Sampah,aa 9571 fa,1130,Kabupaten Wonosobo,Kendaraan Khusus
26078,12/05/2022,12,5,2022,Sampah,aa 9532 ha,2050,Kota Magelang,Kendaraan Khusus
26083,12/05/2022,12,5,2022,Sampah,aa 9829 da,490,Kabupaten Kebumen,Kendaraan Khusus
26084,12/05/2022,12,5,2022,Sampah,aa 9846 da,510,Kabupaten Kebumen,Kendaraan Khusus
26089,12/05/2022,12,5,2022,Sampah,aa 9538 ha,2620,Kota Magelang,Kendaraan Khusus
26091,11/05/2022,11,5,2022,Sampah,aa 1902 wd,220,Kabupaten Kebumen,Mobil Pribadi
26092,11/05/2022,11,5,2022,Sampah,aa 9571 fa,150,Kabupaten Wonosobo,Kendaraan Khusus
26093,11/05/2022,11,5,2022,Sampah,aa 9537 ha,660,Kota Magelang,Kendaraan Khusus
26094,11/05/2022,11,5,2022,Sampah,aa 9536 ha,560,Kota Magelang,Kendaraan Khusus
26096,11/05/2022,11,5,2022,Sampah,aa 1898 ha,140,Kota Magelang,Mobil Pribadi
26101,11/05/2022,11,5,2022,Sampah,aa 9577 fa,1120,Kabupaten Wonosobo,Kendaraan Khusus
26102,11/05/2022,11,5,2022,Sampah,aa 1737 jh,315,Kabupaten Kebumen,Mobil Pribadi
26103,11/05/2022,11,5,2022,Sampah,aa 9849 da,610,Kabupaten Kebumen,Kendaraan Khusus
26104,11/05/2022,11,5,2022,Sampah,aa 2331 ya,120,Kabupaten Temanggung,Sepeda Motor
26105,11/05/2022,11,5,2022,Sampah,aa 9578 fa,1910,Kabupaten Wonosobo,Kendaraan Khusus
26106,11/05/2022,11,5,2022,Sampah,aa 9580 fa,1040,Kabupaten Wonosobo,Kendaraan Khusus
26108,11/05/2022,11,5,2022,Sampah,aa 9873 da,290,Kabupaten Kebumen,Kendaraan Khusus
26110,11/05/2022,11,5,2022,Sampah,aa 9530 kh,2770,Kabupaten Magelang,Kendaraan Khusus
26114,11/05/2022,11,5,2022,Sampah,aa 9569 fa,450,Kabupaten Wonosobo,Kendaraan Khusus
26115,11/05/2022,11,5,2022,Sampah,aa 9568 fa,900,Kabupaten Wonosobo,Kendaraan Khusus
26118,11/05/2022,11,5,2022,Sampah,aa 9829 da,430,Kabupaten Kebumen,Kendaraan Khusus
26119,11/05/2022,11,5,2022,Sampah,aa 9571 fa,1250,Kabupaten Wonosobo,Kendaraan Khusus
26121,11/05/2022,11,5,2022,Sampah,aa 9549 ha,3560,Kota Magelang,Kendaraan Khusus
26124,11/05/2022,11,5,2022,Sampah,aa 9532 ha,1820,Kota Magelang,Kendaraan Khusus
26125,11/05/2022,11,5,2022,Sampah,aa 9530 ha,3580,Kota Magelang,Kendaraan Khusus
26126,11/05/2022,11,5,2022,Sampah,aa 9846 da,710,Kabupaten Kebumen,Kendaraan Khusus
26127,11/05/2022,11,5,2022,Sampah,aa 9582 fa,1200,Kabupaten Wonosobo,Kendaraan Khusus
26128,10/05/2022,10,5,2022,Sampah,aa 9574 fa,370,Kabupaten Wonosobo,Kendaraan Khusus
26129,10/05/2022,10,5,2022,Sampah,aa 1737 jh,515,Kabupaten Kebumen,Mobil Pribadi
26130,10/05/2022,10,5,2022,Sampah,aa 9532 ha,2980,Kota Magelang,Kendaraan Khusus
26131,10/05/2022,10,5,2022,Sampah,aa 9579 fa,940,Kabupaten Wonosobo,Kendaraan Khusus
26133,10/05/2022,10,5,2022,Sampah,aa 9574 fa,420,Kabupaten Wonosobo,Kendaraan Khusus
26137,10/05/2022,10,5,2022,Sampah,aa 1737 jh,1405,Kabupaten Kebumen,Mobil Pribadi
26139,10/05/2022,10,5,2022,Sampah,aa 9664 da,610,Kabupaten Kebumen,Kendaraan Khusus
26142,10/05/2022,10,5,2022,Sampah,aa 9845 da,290,Kabupaten Kebumen,Kendaraan Khusus
26143,10/05/2022,10,5,2022,Sampah,aa 9577 fa,1020,Kabupaten Wonosobo,Kendaraan Khusus
26144,10/05/2022,10,5,2022,Sampah,aa 9569 ga,510,Kabupaten Magelang,Kendaraan Khusus
26145,10/05/2022,10,5,2022,Sampah,aa 9847 da,630,Kabupaten Kebumen,Kendaraan Khusus
26146,10/05/2022,10,5,2022,Sampah,aa 9537 ha,1160,Kota Magelang,Kendaraan Khusus
